"id","name","series","type","race","cost","star","maxLv","maxExp","minHp","maxHp","minAtk","maxAtk","hpGrow","atkGrow","blendValue","saleValue","leaderSkillName","leaderSkillEffect","activeSkillName","activeSkillEffect","activeSkillFactor","normalSkillName","normalSkillEffect","normalSkillFactor"," normalSkillColors","normalSkillName2","normalSkillEffect2","normalSkillFactor2"," normalSkillColors2","passiveSkillName","passiveSkillEffect","getPath1","getPath2","getPath3","evolveParts","evoFriendType","evoFriendRace,"evoFriendLv"
"323","二夜 — Nichiya","妖精的尾巴","水","妖精","5","2","30","55650","111","388","35","122","平均","平均","410","80","","","","","","メェーン","对单体敌人造成1.0倍ATK的水属性攻击","1.0","水 水","","","","","翼 — Aera","回避Lv2或以下的所有陷阱","无","无","","","不限","不限","0"
"324","夏露露 — Carla","妖精的尾巴","风","妖精","5","2","30","55650","326","1141","78","273","平均","平均","410","80","","","","","","夏露露的翼击","对单体敌人造成1.0倍ATK的风属性攻击","1.0","风 风","","","","","翼 — Aera","回避Lv2或以下的所有陷阱","无","无","","","不限","不限","0"
"325","雷库达 — Lector","妖精的尾巴","光","妖精","5","2","30","55650","326","1141","85","297","平均","平均","410","80","","","","","","雷库达的咆哮","对单体敌人造成1.0倍ATK的光属性攻击","1.0","光 光","","","","","翼 — Aera","回避Lv2或以下的所有陷阱","无","无","","","不限","不限","0"
"326","弗罗修 — Frosch","妖精的尾巴","闇","妖精","5","2","30","55650","326","1141","65","227","平均","平均","410","80","","","","","","フローの咆哮","对单体敌人造成1.0倍ATK的闇属性攻击","1.0","闇 闇","","","","","翼 — Aera","回避Lv2或以下的所有陷阱","无","无","","","不限","不限","0"
"327","庞沙‧利利 — Pantherlily","妖精的尾巴","无","妖精","5","2","30","55650","326","1141","125","437","平均","平均","410","80","","","","","","姆西卡之剑 — Musica Sword","对单体敌人造成1.0倍ATK的无属性攻击","1.0","无 无","","","","","翼 — Aera","回避Lv2或以下的所有陷阱","无","无","","","不限","不限","0"
"328","普鲁 — Plue","妖精的尾巴","光","妖精","5","3","15","14463","326","815","100","250","平均","平均","350","100","","","プププーン","使全体敌人在1回合内防御力降低100%","","プーン","对单体敌人造成1.0倍ATK的光属性攻击","1.0","光 光","ププーン","对全体敌人造成1.0倍ATK的光属性攻击","1.0","光 光 光 光","","","无","无","","","不限","不限","0"
"329","杰拉尔 — Jellal","妖精的尾巴","闇","人类","25","6","99","5000000","254","2159","285","2422","平均","平均","630","500","流星 — Meteor","减低来自任何属性的伤害20%","真‧天体魔法　星崩 — True Heavenly Body Magic: Sema","对全体敌人造成15倍ATK的闇属性攻击","15","七星剑 — Grand Chariot","对全体敌人造成1倍ATK的闇属性攻击","1","闇 闇","暗黑乐园 — Altairis","对全体敌人造成1.8倍ATK的闇属性攻击","1.8","闇 闇 闇 闇","","","无","无","","","不限","不限","0"
"330","尤拉伊 — Juraj","主线乱入","风","人类","5","5","35","132934","324","810","198","456","平均","平均","350","150","战斗回复 — Battle Heal","战斗时，每回合回复5% HP","亚诺希克 — Jánošík","对单体敌人造成10倍ATK的风属性攻击","10","塔特拉 — Tatra","对单体敌人造成1.0倍ATK的风属性攻击","1.0","风 风","托马什 — Tomáš","对全体敌人造成1倍ATK的风属性攻击","1","风 风 风 风","","","无","无","","159 66 54","Lv.35或以上","不限","风"
"331","义贼皇尤拉伊 — Juraj, the King of Gentlemen Thieves","主线乱入","风","人类","20","6","99","3500000","729","1912","411","891","平均","平均","500","200","战斗回复Ⅱ — Battle HealII","战斗时，每回合回复10% HP","亚诺希克 — Jánošík","对单体敌人造成10倍ATK的风属性攻击","10","塔特拉‧连结 — Tatra Kette","对单体敌人造成1.6倍ATK的风属性攻击","1.6","风 风","托马什‧乌霍尔奇克 — Tomáš Uhorčík","对全体敌人造成1.6倍ATK的风属性攻击","1.6","风 风 风 风","","","无","无","进化","","不限","不限","0"
"332","稻荷 — Inari","主线乱入","火","兽","5","5","35","132934","287","718","178","410","平均","平均","350","150","防御：火 — Guard: Fire","减低来自火属性的伤害25%","狐之泪","回复15%的HP","","狐火","对单体敌人造成1.0倍ATK的火属性攻击","1.0","火 火","","","","","陷阱回避：全部Ⅱ — Trap Cancel: AllII","回避Lv2或以下的所有陷阱","无","无","","163 163 163","Lv.35或以上","不限","火"
"333","巫女狐稻荷 — Inari, the Sorceress Fox","主线乱入","火","兽","20","6","99","3500000","647","1694","369","801","平均","平均","500","200","防御：火Ⅱ — Guard: FireII","减低来自火属性的伤害50%","狐之泪","回复15%的HP","","九尾之烈焰","对全体敌人造成1.0倍ATK的火属性攻击","1.0","火 火","","","","","陷阱回避：全部Ⅲ — Trap Cancel: AllIII","回避Lv3或以下的所有陷阱","无","无","进化","","不限","不限","0"
"334","炎刑者火舌之剑 — Flametongue, the Flame Executioner","刑者","火","魔物","14","4","70","779937","1003","1705","658","1118","平均","平均","175","150","火属性提升：攻击 — Fire Rise: Assault","所有火属性Unit的ATK提升至1.5倍","突破防御 — Break Guard","使全体敌人在3回合内防御力降低50%","","火舌之剑：贰式 — Flametongue: Second","对单体敌人造成1.6倍ATK的火属性攻击","1.6","火 火","","","","","反击：火Ⅱ — Counter: FireII","以18%的机会率，对伤害来源造成相当于20%伤害的火属性反击","无","无","进化","","不限","不限","0"
"335","冰刑者冰印之剑 — Icebrand, the Ice Executioner","刑者","水","魔物","14","4","70","779937","915","1555","699","1188","平均","平均","175","150","水属性提升：生命 — Aqua Rise: Life","所有水属性Unit的HP提升至1.5倍","突破防御 — Break Guard","使全体敌人在3回合内防御力降低50%","","冰印之剑：贰式 — Icebrand: Second","对单体敌人造成1.6倍ATK的水属性攻击","1.6","水 水","","","","","反击：水Ⅱ — Counter: AquaII","以18%的机会率，对伤害来源造成相当于20%伤害的水属性反击","无","无","进化","","不限","不限","0"
"336","风刑者风之长矛 — Wind Spear, the Wind Executioner","刑者","风","魔物","14","4","70","779937","957","1626","680","1156","平均","平均","175","150","风属性提升：攻击 — Wind Rise: Assault","所有风属性Unit的ATK提升至1.5倍","突破防御 — Break Guard","使全体敌人在3回合内防御力降低50%","","风之长矛：贰式 — Wind Spear: Second","对单体敌人造成1.6倍ATK的风属性攻击","1.6","风 风","","","","","反击：风Ⅱ — Counter: WindII","以18%的机会率，对伤害来源造成相当于20%伤害的风属性反击","无","无","进化","","不限","不限","0"
"337","光刑者光之利刃 — Light Blade, the Light Executioner","刑者","光","魔物","14","4","70","779937","932","1584","668","1135","平均","平均","175","150","光属性提升：生命 — Light Rise: Life","所有光属性Unit的HP提升至1.5倍","突破防御 — Break Guard","使全体敌人在3回合内防御力降低50%","","光之利刃：贰式 — Light Blade: Second","对单体敌人造成1.6倍ATK的光属性攻击","1.6","光 光","","","","","反击：光Ⅱ — Counter: LightII","以18%的机会率，对伤害来源造成相当于20%伤害的光属性反击","无","无","进化","","不限","不限","0"
"338","闇刑者闇之镰刀 — Dark Scythe, the Dark Executioner","刑者","闇","魔物","14","4","70","779937","984","1672","687","1167","平均","平均","175","150","闇属性提升：攻击 — Dark Rise: Assault","所有闇属性Unit的ATK提升至1.5倍","突破防御 — Break Guard","使全体敌人在3回合内防御力降低50%","","闇之镰刀：贰式 — Dark Scythe: Second","对单体敌人造成1.6倍ATK的闇属性攻击","1.6","闇 闇","","","","","反击：闇Ⅱ — Counter: DarkII","以18%的机会率，对伤害来源造成相当于20%伤害的闇属性反击","无","无","进化","","不限","不限","0"
"339","无刑者无武士刀 — Avidyā Katana, the None Executioner","刑者","无","魔物","14","4","70","779937","959","1630","682","1159","平均","平均","175","150","无属性提升：生命 — None Rise: Life","所有无属性Unit的HP提升至1.5倍","突破防御 — Break Guard","使全体敌人在3回合内防御力降低50%","","无武士刀：贰式 — Avidyā Katana: Second","对单体敌人造成1.6倍ATK的无属性攻击","1.6","无 无","","","","","反击：无Ⅱ — Counter: NoneII","以18%的机会率，对伤害来源造成相当于20%伤害的无属性反击","无","无","进化","","不限","不限","0"
"340","闪光的压指师 — Shining Finger","命运石之门","闇","人类","12","5","35","132934","177","531","59","472","平均","平均","500","250","","","承认共鸣のパードン","将手牌所有的光方块变成心方块（","","我有些事情想听听 — I'm Interested in Something","对单体敌人造成1.6倍ATK的闇属性攻击","1.6","闇 闇","","","","","","","无","无","","248 248 248","Lv.35或以上","不限","闇"
"341","桐生萌郁 — Moeka Kiryū","命运石之门","闇","人类","20","6","70","779937","389","1556","330","990","平均","平均","975","430","昏睡励起のクアンタム","所有闇属性Unit的HP和ATK提升至1.3倍","承认共鸣のパードン","将手牌所有的光方块变成心方块（","","没有必要 — Unnecessary","对单体敌人造成1.6倍ATK的闇属性攻击","1.6","闇 闇","闪光的压指师 — Shining Finger","对全体敌人造成1.8倍ATK的闇属性攻击","1.8","闇 闇 光 光","","","无","无","进化","","不限","不限","0"
"342","沃普尔吉斯 — Walpurgis","童话女王","闇","魔物","40","5","50","883884","343","1788","258","988","晚成","晚成","1500","750","魔物提升：攻击Ⅱ — Demon Rise: AssaultII","所有魔物种族Unit的ATK提升至2.0倍","魔女之夜 — Volbriöö","对全体敌人造成10倍ATK的闇属性攻击，并回复相应的HP","10","魔宴 — Sabbath","对单体敌人造成1.0倍ATK的闇属性攻击","1.0","闇 闇","","","","","反击：魔宴 — Counter: Sabbath","以100%的机会率，对伤害来源造成相当于50%伤害的闇属性反击","无","无","","179 70 185","Lv.35或以上","不限","闇"
"343","魔女王沃普尔吉斯 — Walpurgis, the Empress of Witches","童话女王","闇","魔物","50","6","99","5000000","1430","3140","889","1546","晚成","晚成","2500","850","魔物提升：攻击Ⅲ — Demon Rise: AssaultIII","所有魔物种族Unit的ATK提升至2.5倍","魔女之夜 — Volbriöö","对全体敌人造成10倍ATK的闇属性攻击，并回复相应的HP","10","魔宴‧梦魇 — Sabbath-mare","对全体敌人造成1.6倍ATK的闇属性攻击","1.6","闇 闇","","","","","反击：魔宴 — Counter: Sabbath","以100%的机会率，对伤害来源造成相当于50%伤害的闇属性反击","无","无","进化","","不限","不限","0"
"344","巴甫洛夫 — Pavlov","圣历之天才","火","人类","20","5","50","883884","454","1816","276","1104","晚成","晚成","280","260","炎之理 — Theory of Fire","牌堆所有的风方块会变成火方块（<img alt="风" src="http://img3.wikia.nocookie.net/__cb20140218121901/divine-gate/zh/images/thumb/a/a6/%E9%A2%A8.png/15px-%E9%A2%A8.png" width="15" height="15" data-image-name="風.png" data-image-key="%E9%A2%A8.png">→<img alt="火" src="data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D" width="15" height="15" data-image-name="火.png" data-image-key="%E7%81%AB.png" data-src="http://img1.wikia.nocookie.net/__cb20140218121757/divine-gate/zh/images/thumb/2/2e/%E7%81%AB.png/15px-%E7%81%AB.png" class="lzy lzyPlcHld" onload="if(typeof ImgLzy===&#39;object&#39;){ImgLzy.load(this)}" /><noscript><img alt="火" src="http://img1.wikia.nocookie.net/__cb20140218121757/divine-gate/zh/images/thumb/2/2e/%E7%81%AB.png/15px-%E7%81%AB.png" width="15" height="15" data-image-name="火.png" data-image-key="%E7%81%AB.png" /></noscript>）","攻击强化：火 — Strong: Fire","1回合内，所有火属性Unit的攻击力增强至1.5倍","","喷发 — Eruption","对单体敌人造成1.6倍ATK的火属性攻击","1.6","火 火","犬 — Canine","对全体敌人造成1.0倍ATK的火属性攻击","1.0","火 火 火 火","","","无","有","","181 62 50","Lv.35或以上","不限","火"
"345","炎才巴甫洛夫 — Pavlov, the Fire Genius","圣历之天才","火","人类","25","6","99","5000000","1271","3405","884","2153","晚成","晚成","650","450","炎之理 — Theory of Fire","牌堆所有的风方块会变成火方块（<img alt="风" src="http://img3.wikia.nocookie.net/__cb20140218121901/divine-gate/zh/images/thumb/a/a6/%E9%A2%A8.png/15px-%E9%A2%A8.png" width="15" height="15" data-image-name="風.png" data-image-key="%E9%A2%A8.png">→<img alt="火" src="data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D" width="15" height="15" data-image-name="火.png" data-image-key="%E7%81%AB.png" data-src="http://img1.wikia.nocookie.net/__cb20140218121757/divine-gate/zh/images/thumb/2/2e/%E7%81%AB.png/15px-%E7%81%AB.png" class="lzy lzyPlcHld" onload="if(typeof ImgLzy===&#39;object&#39;){ImgLzy.load(this)}" /><noscript><img alt="火" src="http://img1.wikia.nocookie.net/__cb20140218121757/divine-gate/zh/images/thumb/2/2e/%E7%81%AB.png/15px-%E7%81%AB.png" width="15" height="15" data-image-name="火.png" data-image-key="%E7%81%AB.png" /></noscript>）","攻击强化：火 — Strong: Fire","1回合内，所有火属性Unit的攻击力增强至1.5倍","","喷发：烈焰 — Eruption: Homura","对单体敌人造成2.3倍ATK的火属性攻击","2.3","火 火","巴甫洛夫‧之犬 — Pavlov's Canine","对全体敌人造成1.0倍ATK的火属性攻击","1.0","火 火 火","","","无","无","进化","","不限","不限","0"
"346","薛丁格 — Schrödinger","圣历之天才","水","魔物","20","5","50","883884","485","1940","277","1108","晚成","晚成","280","260","水之理 — Theory of Aqua","牌堆所有的火方块会变成水方块（<img alt="火" src="http://img1.wikia.nocookie.net/__cb20140218121757/divine-gate/zh/images/thumb/2/2e/%E7%81%AB.png/15px-%E7%81%AB.png" width="15" height="15" data-image-name="火.png" data-image-key="%E7%81%AB.png" />→<img alt="水" src="data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D" width="15" height="15" data-image-name="水.png" data-image-key="%E6%B0%B4.png" data-src="http://img2.wikia.nocookie.net/__cb20140218121756/divine-gate/zh/images/thumb/a/a9/%E6%B0%B4.png/15px-%E6%B0%B4.png" class="lzy lzyPlcHld" onload="if(typeof ImgLzy===&#39;object&#39;){ImgLzy.load(this)}" /><noscript><img alt="水" src="http://img2.wikia.nocookie.net/__cb20140218121756/divine-gate/zh/images/thumb/a/a9/%E6%B0%B4.png/15px-%E6%B0%B4.png" width="15" height="15" data-image-name="水.png" data-image-key="%E6%B0%B4.png" /></noscript>）","攻击强化：水 — Strong: Aqua","1回合内，所有水属性Unit的攻击力增强至1.5倍","","狄拉克 — Dirac","对单体敌人造成1.6倍ATK的水属性攻击","1.6","水 水","猫 — Cat","对全体敌人造成1.0倍ATK的水属性攻击","1.0","水 水 水 水","","","无","有","","182 64 52","Lv.35或以上","不限","水"
"347","水才薛丁格 — Schrödinger, the Aqua Genius","圣历之天才","水","魔物","25","6","99","5000000","1358","3637","887","2216","晚成","晚成","650","450","水之理 — Theory of Aqua","牌堆所有的火方块会变成水方块（<img alt="火" src="http://img1.wikia.nocookie.net/__cb20140218121757/divine-gate/zh/images/thumb/2/2e/%E7%81%AB.png/15px-%E7%81%AB.png" width="15" height="15" data-image-name="火.png" data-image-key="%E7%81%AB.png" />→<img alt="水" src="data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D" width="15" height="15" data-image-name="水.png" data-image-key="%E6%B0%B4.png" data-src="http://img2.wikia.nocookie.net/__cb20140218121756/divine-gate/zh/images/thumb/a/a9/%E6%B0%B4.png/15px-%E6%B0%B4.png" class="lzy lzyPlcHld" onload="if(typeof ImgLzy===&#39;object&#39;){ImgLzy.load(this)}" /><noscript><img alt="水" src="http://img2.wikia.nocookie.net/__cb20140218121756/divine-gate/zh/images/thumb/a/a9/%E6%B0%B4.png/15px-%E6%B0%B4.png" width="15" height="15" data-image-name="水.png" data-image-key="%E6%B0%B4.png" /></noscript>）","攻击强化：水 — Strong: Aqua","1回合内，所有水属性Unit的攻击力增强至1.5倍","","狄拉克‧保罗 — Paul Dirac","对单体敌人造成1.6倍ATK的水属性攻击","1.6","水 水","悖论‧之猫 — Paradox Cat","对全体敌人造成1.8倍ATK的水属性攻击","1.8","水 水 水","","","无","无","进化","","不限","不限","0"
"348","拉普拉斯 — Laplace","圣历之天才","风","妖精","20","5","50","883884","410","1640","287","1148","晚成","晚成","280","260","风之理 — Theory of Wind","牌堆所有的水方块会变成风方块（<img alt="水" src="http://img2.wikia.nocookie.net/__cb20140218121756/divine-gate/zh/images/thumb/a/a9/%E6%B0%B4.png/15px-%E6%B0%B4.png" width="15" height="15" data-image-name="水.png" data-image-key="%E6%B0%B4.png" />→<img alt="风" src="data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D" width="15" height="15" data-image-name="風.png" data-image-key="%E9%A2%A8.png" data-src="http://img3.wikia.nocookie.net/__cb20140218121901/divine-gate/zh/images/thumb/a/a6/%E9%A2%A8.png/15px-%E9%A2%A8.png" class="lzy lzyPlcHld" onload="if(typeof ImgLzy==='object'){ImgLzy.load(this)}"><noscript><img alt="风" src="http://img3.wikia.nocookie.net/__cb20140218121901/divine-gate/zh/images/thumb/a/a6/%E9%A2%A8.png/15px-%E9%A2%A8.png" width="15" height="15" data-image-name="風.png" data-image-key="%E9%A2%A8.png"></noscript>）","攻击强化：风 — Strong: Wind","1回合内，所有风属性Unit的攻击力增强至1.5倍","","翼 — Ailes","对单体敌人造成1.0倍ATK的风属性攻击","1.0","风 风","幽灵 — Geist","对全体敌人造成1.6倍ATK的风属性攻击","1.6","风 风 风 风","","","无","有","","159 66 54","Lv.35或以上","不限","风"
"349","风才拉普拉斯 — Laplace, the Wind Genius","圣历之天才","风","妖精","25","6","99","5000000","1148","3075","919","2411","晚成","晚成","650","450","风之理 — Theory of Wind","牌堆所有的水方块会变成风方块（<img alt="水" src="http://img2.wikia.nocookie.net/__cb20140218121756/divine-gate/zh/images/thumb/a/a9/%E6%B0%B4.png/15px-%E6%B0%B4.png" width="15" height="15" data-image-name="水.png" data-image-key="%E6%B0%B4.png" />→<img alt="风" src="data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D" width="15" height="15" data-image-name="風.png" data-image-key="%E9%A2%A8.png" data-src="http://img3.wikia.nocookie.net/__cb20140218121901/divine-gate/zh/images/thumb/a/a6/%E9%A2%A8.png/15px-%E9%A2%A8.png" class="lzy lzyPlcHld" onload="if(typeof ImgLzy==='object'){ImgLzy.load(this)}"><noscript><img alt="风" src="http://img3.wikia.nocookie.net/__cb20140218121901/divine-gate/zh/images/thumb/a/a6/%E9%A2%A8.png/15px-%E9%A2%A8.png" width="15" height="15" data-image-name="風.png" data-image-key="%E9%A2%A8.png"></noscript>）","攻击强化：风 — Strong: Wind","1回合内，所有风属性Unit的攻击力增强至1.5倍","","恶魔‧之翼 — Diable Ailes","对单体敌人造成1.6倍ATK的风属性攻击","1.6","风 风","拉普拉斯‧之灵 — Laplace's Geist","对全体敌人造成2.5倍ATK的风属性攻击","2.5","风 风 风","","","无","无","进化","","不限","不限","0"
"350","卡尔内阿德斯 — Carneades","圣历之天才","光","魔物","20","5","50","883884","460","1840","285","1140","晚成","晚成","280","260","光之理 — Theory of Light","牌堆所有的心方块会变成光方块（<img alt="心" src="http://img1.wikia.nocookie.net/__cb20140218121756/divine-gate/zh/images/thumb/a/a7/%E5%BF%83.png/15px-%E5%BF%83.png" width="15" height="15" data-image-name="心.png" data-image-key="%E5%BF%83.png" />→<img alt="光" src="data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D" width="15" height="15" data-image-name="光.png" data-image-key="%E5%85%89.png" data-src="http://img3.wikia.nocookie.net/__cb20140218121755/divine-gate/zh/images/thumb/c/ce/%E5%85%89.png/15px-%E5%85%89.png" class="lzy lzyPlcHld" onload="if(typeof ImgLzy===&#39;object&#39;){ImgLzy.load(this)}" /><noscript><img alt="光" src="http://img3.wikia.nocookie.net/__cb20140218121755/divine-gate/zh/images/thumb/c/ce/%E5%85%89.png/15px-%E5%85%89.png" width="15" height="15" data-image-name="光.png" data-image-key="%E5%85%89.png" /></noscript>）","攻击强化：光 — Strong: Light","1回合内，所有光属性Unit的攻击力增强至1.5倍","","眼 — Ophthalmos","对单体敌人造成1.6倍ATK的光属性攻击","1.6","光 光","船板 — Plank","对全体敌人造成1.0倍ATK的光属性攻击","1.0","光 光 光 光","","","无","有","","160 68 56","Lv.35或以上","不限","光"
"351","光才卡尔内阿德斯 — Carneades, the Light Genius","圣历之天才","光","魔物","25","6","99","5000000","1288","3450","912","2280","晚成","晚成","650","450","光之理 — Theory of Light","牌堆所有的心方块会变成光方块（<img alt="心" src="http://img1.wikia.nocookie.net/__cb20140218121756/divine-gate/zh/images/thumb/a/a7/%E5%BF%83.png/15px-%E5%BF%83.png" width="15" height="15" data-image-name="心.png" data-image-key="%E5%BF%83.png" />→<img alt="光" src="data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D" width="15" height="15" data-image-name="光.png" data-image-key="%E5%85%89.png" data-src="http://img3.wikia.nocookie.net/__cb20140218121755/divine-gate/zh/images/thumb/c/ce/%E5%85%89.png/15px-%E5%85%89.png" class="lzy lzyPlcHld" onload="if(typeof ImgLzy===&#39;object&#39;){ImgLzy.load(this)}" /><noscript><img alt="光" src="http://img3.wikia.nocookie.net/__cb20140218121755/divine-gate/zh/images/thumb/c/ce/%E5%85%89.png/15px-%E5%85%89.png" width="15" height="15" data-image-name="光.png" data-image-key="%E5%85%89.png" /></noscript>）","攻击强化：光 — Strong: Light","1回合内，所有光属性Unit的攻击力增强至1.5倍","","背后‧之眼 — Píso-Ophthalmos","对单体敌人造成1.6倍ATK的光属性攻击","1.6","光 光","卡尔内阿德斯‧之板 — Carneades's Plank","对全体敌人造成1.8倍ATK的光属性攻击","1.8","光 光 光","","","无","无","进化","","不限","不限","0"
"352","亨佩尔 — Hempel","圣历之天才","闇","妖精","20","5","50","883884","424","1696","305","1220","晚成","晚成","280","260","闇之理 — Theory of Dark","牌堆所有的光方块会变成闇方块（<img alt="光" src="http://img3.wikia.nocookie.net/__cb20140218121755/divine-gate/zh/images/thumb/c/ce/%E5%85%89.png/15px-%E5%85%89.png" width="15" height="15" data-image-name="光.png" data-image-key="%E5%85%89.png" />→<img alt="闇" src="data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D" width="15" height="15" data-image-name="闇.png" data-image-key="%E9%97%87.png" data-src="http://img3.wikia.nocookie.net/__cb20140218121859/divine-gate/zh/images/thumb/9/9e/%E9%97%87.png/15px-%E9%97%87.png" class="lzy lzyPlcHld" onload="if(typeof ImgLzy===&#39;object&#39;){ImgLzy.load(this)}" /><noscript><img alt="闇" src="http://img3.wikia.nocookie.net/__cb20140218121859/divine-gate/zh/images/thumb/9/9e/%E9%97%87.png/15px-%E9%97%87.png" width="15" height="15" data-image-name="闇.png" data-image-key="%E9%97%87.png" /></noscript>）","攻击强化：闇 — Strong: Dark","1回合内，所有闇属性Unit的攻击力增强至1.5倍","","心脏 — Herz","对单体敌人造成1.0倍ATK的闇属性攻击","1.0","闇 闇","乌鸦 — Ravens","对全体敌人造成1.6倍ATK的闇属性攻击","1.6","闇 闇 闇 闇","","","无","有","","173 70 58","Lv.35或以上","不限","闇"
"353","闇才亨佩尔 — Hempel, the Dark Genius","圣历之天才","闇","妖精","25","6","99","5000000","1187","3180","976","2501","晚成","晚成","650","450","闇之理 — Theory of Dark","牌堆所有的光方块会变成闇方块（<img alt="光" src="http://img3.wikia.nocookie.net/__cb20140218121755/divine-gate/zh/images/thumb/c/ce/%E5%85%89.png/15px-%E5%85%89.png" width="15" height="15" data-image-name="光.png" data-image-key="%E5%85%89.png" />→<img alt="闇" src="data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D" width="15" height="15" data-image-name="闇.png" data-image-key="%E9%97%87.png" data-src="http://img3.wikia.nocookie.net/__cb20140218121859/divine-gate/zh/images/thumb/9/9e/%E9%97%87.png/15px-%E9%97%87.png" class="lzy lzyPlcHld" onload="if(typeof ImgLzy===&#39;object&#39;){ImgLzy.load(this)}" /><noscript><img alt="闇" src="http://img3.wikia.nocookie.net/__cb20140218121859/divine-gate/zh/images/thumb/9/9e/%E9%97%87.png/15px-%E9%97%87.png" width="15" height="15" data-image-name="闇.png" data-image-key="%E9%97%87.png" /></noscript>）","攻击强化：闇 — Strong: Dark","1回合内，所有闇属性Unit的攻击力增强至1.5倍","","心脏‧谎言 — Herz Lüge","对单体敌人造成1.0倍ATK的闇属性攻击","1.0","闇 闇","亨佩尔‧之鸦 — Hempel's Ravens","对全体敌人造成2.5倍ATK的闇属性攻击","2.5","闇 闇 闇","","","无","无","进化","","不限","不限","0"
"354","莫比乌斯 — Möbius","圣历之天才","无","魔物","20","5","50","883884","485","1940","296","1184","晚成","晚成","280","260","无之理 — Theory of None","牌堆所有的闇方块会变成无方块（<img alt="闇" src="http://img3.wikia.nocookie.net/__cb20140218121859/divine-gate/zh/images/thumb/9/9e/%E9%97%87.png/15px-%E9%97%87.png" width="15" height="15" data-image-name="闇.png" data-image-key="%E9%97%87.png" />→<img alt="无" src="data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D" width="15" height="15" data-image-name="無.png" data-image-key="%E7%84%A1.png" data-src="http://img1.wikia.nocookie.net/__cb20140218121758/divine-gate/zh/images/thumb/b/be/%E7%84%A1.png/15px-%E7%84%A1.png" class="lzy lzyPlcHld" onload="if(typeof ImgLzy==='object'){ImgLzy.load(this)}"><noscript><img alt="无" src="http://img1.wikia.nocookie.net/__cb20140218121758/divine-gate/zh/images/thumb/b/be/%E7%84%A1.png/15px-%E7%84%A1.png" width="15" height="15" data-image-name="無.png" data-image-key="%E7%84%A1.png"></noscript>）","时钟‧减慢 — Clock Down","使全体敌人行动推迟3回合","","循环 — Loop","对单体敌人造成1.0倍ATK的无属性攻击","1.0","无 无","圆环 — Ring","对全体敌人造成1.0倍ATK的无属性攻击","1.0","无 无 无 无","","","无","有","","174 72 60","Lv.35或以上","不限","无"
"355","无才莫比乌斯 — Möbius, the None Genius","圣历之天才","无","魔物","25","6","99","5000000","1358","3637","948","2368","晚成","晚成","650","450","无之理 — Theory of None","牌堆所有的闇方块会变成无方块（<img alt="闇" src="http://img3.wikia.nocookie.net/__cb20140218121859/divine-gate/zh/images/thumb/9/9e/%E9%97%87.png/15px-%E9%97%87.png" width="15" height="15" data-image-name="闇.png" data-image-key="%E9%97%87.png" />→<img alt="无" src="data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D" width="15" height="15" data-image-name="無.png" data-image-key="%E7%84%A1.png" data-src="http://img1.wikia.nocookie.net/__cb20140218121758/divine-gate/zh/images/thumb/b/be/%E7%84%A1.png/15px-%E7%84%A1.png" class="lzy lzyPlcHld" onload="if(typeof ImgLzy==='object'){ImgLzy.load(this)}"><noscript><img alt="无" src="http://img1.wikia.nocookie.net/__cb20140218121758/divine-gate/zh/images/thumb/b/be/%E7%84%A1.png/15px-%E7%84%A1.png" width="15" height="15" data-image-name="無.png" data-image-key="%E7%84%A1.png"></noscript>）","时钟‧减慢 — Clock Down","使全体敌人行动推迟3回合","","环中‧之环 — Loop Loop","对单体敌人造成2.3倍ATK的无属性攻击","2.3","无 无","莫比乌斯‧之环 — Möbius Ring","对全体敌人造成1.6倍ATK的无属性攻击","1.6","无 无 无","","","无","无","进化","","不限","不限","0"
